ad_set,ad,direction,ratio,path
Garnishment,Pre_Judgment_Garn,photo,1x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D2_Photo_1x1.png
Garnishment,Pre_Judgment_Garn,photo,4x5,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D2_Photo_4x5.png
Garnishment,Pre_Judgment_Garn,photo,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D2_Photo_9x16.png
Garnishment,Pre_Judgment_Garn,photo,1.91x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D2_Photo_1_91x1.png
Garnishment,Pre_Judgment_Garn,stilllife,1x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D3_StillLife_1x1.png
Garnishment,Pre_Judgment_Garn,stilllife,4x5,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D3_StillLife_4x5.png
Garnishment,Pre_Judgment_Garn,stilllife,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D3_StillLife_9x16.png
Garnishment,Pre_Judgment_Garn,stilllife,1.91x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D3_StillLife_1_91x1.png
Garnishment,Pre_Judgment_Garn,video,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Pre_Judgment_Garn_D4_Video_9x16.mp4
Garnishment,Post_Judgment_Garn,illustration,1x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D1_Illustration_1x1.png
Garnishment,Post_Judgment_Garn,illustration,4x5,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D1_Illustration_4x5.png
Garnishment,Post_Judgment_Garn,illustration,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D1_Illustration_9x16.png
Garnishment,Post_Judgment_Garn,illustration,1.91x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D1_Illustration_1_91x1.png
Garnishment,Post_Judgment_Garn,photo,1x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D2_Photo_1x1.png
Garnishment,Post_Judgment_Garn,photo,4x5,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D2_Photo_4x5.png
Garnishment,Post_Judgment_Garn,photo,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D2_Photo_9x16.png
Garnishment,Post_Judgment_Garn,photo,1.91x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D2_Photo_1_91x1.png
Garnishment,Post_Judgment_Garn,stilllife,1x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D3_StillLife_1x1.png
Garnishment,Post_Judgment_Garn,stilllife,4x5,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D3_StillLife_4x5.png
Garnishment,Post_Judgment_Garn,stilllife,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D3_StillLife_9x16.png
Garnishment,Post_Judgment_Garn,stilllife,1.91x1,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D3_StillLife_1_91x1.png
Garnishment,Post_Judgment_Garn,video,9x16,https://2-human.github.io/credo-public-meta-ads-preview/assets/garnishment/v3-pilot/Post_Judgment_Garn_D4_Video_9x16.mp4
